userID,artistID,tagID,day,month,year
1,100,33,1,11,2010
1,100,43,1,11,2010
1,100,51,1,11,2010
1,102,14,1,2,2009
1,102,32,1,2,2009
1,102,45,1,2,2009
1,102,46,1,10,2009
1,102,48,1,2,2009
1,102,54,1,2,2009
1,116,14,1,2,2009
1,116,32,1,2,2009
1,116,45,1,2,2009
1,122,13,1,2,2010
1,122,52,1,2,2010
1,124,13,1,8,2010
1,124,32,1,8,2010
1,124,43,1,8,2010
1,124,65,1,8,2010
1,128,13,1,9,2010
1,128,32,1,9,2010
1,128,33,1,9,2010
1,128,69,1,9,2010
1,131,43,1,10,2009
2,45,15,1,12,2007
2,45,24,1,3,2007
2,47,17,1,10,2007
2,58,12,1,6,2007
2,58,17,1,12,2009
2,64,17,1,10,2007
2,66,17,1,6,2007
2,74,17,1,10,2007
2,93,72,1,12,2007
2,145,13,1,6,2007
2,146,74,1,3,2007
2,147,73,1,12,2007
2,148,78,1,10,2007
2,150,78,1,6,2007
2,151,23,1,10,2007
2,156,76,1,9,2007
2,157,74,1,7,2007
2,158,92,1,6,2007
2,159,17,1,10,2007
2,161,79,1,5,2007
2,164,77,1,4,2007
2,165,72,1,11,2007
2,167,77,1,6,2007
2,168,87,1,6,2007
2,169,13,1,6,2007
2,174,23,1,12,2007
2,174,71,1,12,2007
2,175,81,1,3,2007
2,177,84,1,4,2007
2,178,23,1,10,2007
2,179,72,1,12,2007
2,182,75,1,6,2007
2,186,23,1,10,2007
2,187,24,1,5,2007
2,211,83,1,3,2007
2,457,23,1,10,2007
2,461,23,1,10,2007
2,626,86,1,10,2007
2,700,71,1,10,2007
2,720,88,1,10,2007
2,909,0,1,5,2008
2,909,90,1,5,2007
2,911,75,1,3,2007
2,1000,89,1,4,2007
2,1239,72,1,10,2007
2,1286,85,1,12,2007
2,1376,83,1,4,2007
2,1704,17,1,11,2007
2,1736,17,1,10,2007
2,1801,71,1,12,2007
2,1815,14,1,6,2007
2,1861,91,1,3,2007
2,1864,77,1,3,2007
2,1905,6,1,8,2007
2,2355,75,1,9,2007
2,2941,5,1,5,2007
2,3379,75,1,9,2007
2,3787,89,1,10,2007
2,3912,73,1,4,2008
2,8073,82,1,10,2007
2,8311,72,1,10,2007
3,47,94,1,4,2008
3,148,93,1,4,2008
3,176,94,1,4,2008
3,176,98,1,4,2008
3,184,94,1,4,2008
3,189,94,1,4,2008
3,191,94,1,9,2010
3,194,97,1,8,2010
3,196,94,1,4,2008
3,209,94,1,4,2008
3,210,93,1,8,2010
3,216,93,1,4,2008
3,226,93,1,4,2008
3,227,93,1,4,2008
3,230,98,1,4,2008
3,441,97,1,4,2008
3,612,95,1,4,2008
3,612,96,1,11,2009
3,612,98,1,4,2008
3,727,95,1,4,2008
3,853,93,1,4,2008
3,854,95,1,4,2008
3,942,94,1,4,2008
3,1114,94,1,4,2008
3,1230,94,1,4,2008
3,1374,96,1,12,2008
3,2766,95,1,4,2008
3,3183,93,1,4,2008
3,3183,94,1,4,2008
3,3183,95,1,4,2008
3,3183,97,1,4,2008
3,3393,96,1,12,2008
3,3618,93,1,4,2008
3,3618,97,1,4,2008
3,3673,95,1,4,2008
3,4003,94,1,4,2008
3,4031,95,1,4,2008
3,8513,98,1,4,2008
3,10322,93,1,4,2008
3,10322,94,1,4,2008
3,12270,96,1,12,2008
3,13171,94,1,9,2008
3,13171,96,1,12,2008
4,237,116,1,1,2011
4,237,117,1,1,2011
4,237,118,1,1,2011
4,237,119,1,1,2011
4,238,99,1,1,2011
4,238,100,1,1,2011
4,238,111,1,1,2011
4,238,112,1,1,2011
4,238,113,1,1,2011
4,706,120,1,12,2008
4,2891,101,1,12,2008
4,2891,102,1,12,2008
4,2891,121,1,12,2008
4,2891,122,1,12,2008
5,49,126,1,5,2008
5,282,126,1,11,2007
5,282,127,1,4,2007
6,285,23,1,11,2006
6,285,129,1,11,2006
6,328,23,1,11,2006
6,328,29,1,11,2006
6,328,129,1,11,2006
6,328,130,1,11,2006
6,329,23,1,11,2006
6,329,29,1,11,2006
6,329,72,1,11,2006
6,339,29,1,11,2006
6,339,129,1,11,2006
6,339,133,1,11,2006
6,339,134,1,11,2006
6,339,135,1,11,2006
6,342,29,1,11,2006
6,342,72,1,11,2006
6,351,126,1,12,2006
7,7,72,1,6,2008
7,7,137,1,6,2008
7,7,138,1,6,2008
7,7,140,1,6,2008
7,203,72,1,11,2007
7,215,136,1,5,2008
7,223,72,1,11,2007
7,252,136,1,5,2008
7,364,137,1,11,2007
7,365,136,1,5,2008
7,366,136,1,5,2008
7,366,138,1,11,2007
7,367,145,1,10,2010
7,367,154,1,10,2010
7,367,155,1,10,2010
7,367,156,1,10,2010
7,367,157,1,10,2010
7,368,136,1,5,2008
7,369,139,1,11,2007
7,370,136,1,5,2008
7,371,72,1,11,2007
7,371,136,1,5,2008
7,373,136,1,5,2008
7,373,139,1,11,2007
7,376,140,1,11,2007
7,378,143,1,11,2007
7,381,136,1,5,2008
7,384,138,1,11,2007
7,385,136,1,5,2008
7,386,136,1,5,2008
7,388,136,1,5,2008
7,389,136,1,5,2008
7,389,139,1,11,2007
7,390,138,1,11,2007
7,391,136,1,5,2008
7,391,138,1,11,2007
7,391,140,1,11,2007
7,392,136,1,5,2008
7,395,136,1,5,2008
7,396,136,1,5,2008
7,397,72,1,11,2007
7,399,136,1,5,2008
7,400,138,1,11,2007
7,404,70,1,12,2010
7,404,144,1,12,2010
7,404,146,1,12,2010
7,404,147,1,12,2010
7,404,148,1,12,2010
7,408,136,1,5,2008
7,409,27,1,11,2007
7,409,29,1,11,2007
7,475,136,1,5,2008
7,480,136,1,5,2008
7,482,136,1,5,2008
7,484,137,1,11,2007
7,487,72,1,4,2008
7,487,78,1,4,2008
7,487,136,1,5,2008
7,487,137,1,4,2008
7,498,137,1,11,2007
7,511,137,1,11,2007
7,512,136,1,5,2008
7,695,136,1,5,2008
7,911,137,1,11,2007
7,946,88,1,11,2007
7,957,136,1,5,2008
7,1117,136,1,5,2008
7,1122,137,1,11,2007
7,1185,72,1,11,2007
7,1366,136,1,5,2008
7,1369,78,1,11,2007
7,1466,142,1,11,2007
7,1510,72,1,11,2007
7,1593,136,1,5,2008
7,1786,136,1,5,2008
7,1805,136,1,5,2008
7,1865,72,1,11,2007
7,1892,136,1,5,2008
7,1901,136,1,5,2008
7,1901,139,1,11,2007
7,1910,136,1,5,2008
7,1910,139,1,11,2007
7,1911,140,1,11,2007
7,1918,138,1,1,2008
7,1918,140,1,1,2008
7,2035,142,1,11,2007
7,2036,142,1,11,2007
7,2087,139,1,11,2007
7,2354,137,1,11,2007
7,2442,136,1,5,2008
7,2524,142,1,11,2007
7,2526,136,1,5,2008
7,2921,72,1,11,2007
7,3265,136,1,5,2008
7,3314,159,1,12,2007
7,3390,78,1,11,2007
7,3392,137,1,11,2007
7,3461,136,1,5,2008
7,3513,136,1,5,2008
7,3513,137,1,11,2007
7,3853,136,1,5,2008
7,3870,136,1,5,2008
7,4095,136,1,5,2008
7,4237,137,1,11,2007
7,4248,136,1,5,2008
7,4248,137,1,11,2007
7,4258,137,1,11,2007
7,4870,136,1,5,2008
7,4877,136,1,5,2008
7,4877,143,1,11,2007
7,4957,141,1,11,2007
7,4964,139,1,11,2007
7,4968,138,1,11,2007
7,4971,138,1,11,2007
7,4975,138,1,11,2007
7,5210,141,1,11,2007
7,5448,139,1,11,2007
7,5450,136,1,5,2008
7,5606,136,1,5,2008
7,6586,72,1,11,2007
7,8200,140,1,11,2007
7,8206,140,1,11,2007
7,9323,136,1,5,2008
7,10315,136,1,5,2008
7,10713,72,1,11,2007
7,12246,136,1,5,2008
7,12246,140,1,11,2007
7,15363,72,1,11,2007
8,190,80,1,10,2008
8,190,164,1,10,2008
8,193,80,1,5,2008
8,193,164,1,5,2008
8,202,80,1,2,2008
8,205,78,1,8,2007
8,205,80,1,8,2007
8,211,77,1,8,2007
8,211,78,1,8,2007
8,211,80,1,8,2007
8,211,165,1,3,2007
8,410,78,1,2,2008
8,410,80,1,2,2008
8,410,164,1,2,2008
8,412,164,1,9,2008
8,422,78,1,8,2007
8,424,80,1,2,2008
8,424,164,1,2,2008
8,425,78,1,8,2007
8,434,164,1,4,2008
8,1368,78,1,8,2007
8,1368,80,1,8,2007
8,3221,78,1,8,2007
8,3221,80,1,8,2007
9,83,23,1,6,2009
9,224,170,1,6,2009
9,228,169,1,6,2009
9,251,166,1,4,2009
9,320,166,1,6,2009
9,449,171,1,11,2008
9,450,23,1,6,2009
9,450,166,1,5,2009
9,452,166,1,8,2009
9,462,166,1,1,2010
9,463,108,1,6,2009
9,465,167,1,8,2009
9,476,166,1,6,2009
9,534,72,1,6,2009
9,534,168,1,6,2009
9,1441,166,1,6,2009
9,1571,23,1,6,2009
9,2164,101,1,3,2009
9,3526,23,1,7,2009
9,9815,23,1,6,2009
9,15150,23,1,6,2009
9,16490,101,1,6,2009
10,14,60,1,2,2010
10,14,178,1,2,2010
10,14,189,1,2,2010
10,15,60,1,2,2010
10,16,17,1,8,2010
10,16,60,1,8,2010
10,16,178,1,8,2010
10,31,5,1,5,2010
10,31,17,1,5,2010
10,31,29,1,5,2010
10,31,60,1,5,2010
10,31,188,1,5,2010
10,39,17,1,2,2010
10,39,60,1,2,2010
10,39,78,1,2,2010
10,39,180,1,2,2010
10,50,17,1,1,2011
10,50,38,1,1,2011
10,50,186,1,1,2011
10,52,17,1,10,2010
10,52,38,1,10,2010
10,52,186,1,10,2010
10,61,23,1,1,2011
10,61,38,1,1,2011
10,65,23,1,12,2010
10,65,78,1,12,2010
10,65,133,1,12,2010
10,66,17,1,2,2010
10,82,17,1,10,2010
10,82,72,1,10,2010
10,82,78,1,10,2010
10,82,80,1,10,2010
10,82,101,1,10,2010
10,83,17,1,11,2010
10,83,23,1,11,2010
10,83,38,1,11,2010
10,148,17,1,5,2010
10,148,72,1,5,2010
10,148,77,1,5,2010
10,148,78,1,5,2010
10,148,80,1,5,2010
10,153,72,1,1,2011
10,153,78,1,1,2011
10,153,178,1,1,2011
10,153,189,1,1,2011
10,167,72,1,10,2010
10,167,77,1,10,2010
10,167,78,1,10,2010
10,167,80,1,10,2010
10,175,0,1,5,2010
10,175,4,1,5,2010
10,175,6,1,5,2010
10,175,81,1,5,2010
10,183,77,1,2,2010
10,183,78,1,2,2010
10,184,72,1,5,2010
10,184,77,1,5,2010
10,184,78,1,5,2010
10,184,80,1,5,2010
10,185,72,1,8,2010
10,185,77,1,8,2010
10,185,78,1,8,2010
10,185,108,1,8,2010
10,192,0,1,2,2010
10,192,1,1,2,2010
10,192,72,1,2,2010
10,203,72,1,2,2010
10,203,78,1,2,2010
10,203,175,1,2,2010
10,203,181,1,2,2010
10,211,72,1,5,2010
10,211,78,1,5,2010
10,211,80,1,5,2010
10,211,83,1,5,2010
10,221,23,1,5,2010
10,221,72,1,5,2010
10,221,191,1,5,2010
10,221,194,1,5,2010
10,223,72,1,5,2010
10,223,77,1,5,2010
10,223,78,1,5,2010
10,223,80,1,5,2010
10,223,83,1,5,2010
10,224,168,1,2,2010
10,224,180,1,2,2010
10,224,181,1,2,2010
10,227,17,1,2,2010
10,227,60,1,2,2010
10,227,72,1,2,2010
10,227,188,1,2,2010
10,228,77,1,2,2010
10,228,78,1,2,2010
10,228,169,1,2,2010
10,231,17,1,5,2010
10,231,78,1,5,2010
10,232,17,1,2,2010
10,232,186,1,2,2010
10,272,101,1,2,2010
10,272,102,1,2,2010
10,272,196,1,2,2010
10,282,23,1,2,2010
10,282,38,1,2,2010
10,282,166,1,2,2010
10,283,23,1,2,2010
10,283,38,1,2,2010
10,293,23,1,5,2010
10,293,38,1,5,2010
10,293,166,1,5,2010
10,294,23,1,8,2010
10,294,108,1,12,2010
10,296,23,1,2,2010
10,296,72,1,2,2010
10,296,108,1,2,2010
10,300,23,1,12,2010
10,300,101,1,12,2010
10,300,102,1,12,2010
10,300,166,1,12,2010
10,312,23,1,8,2010
10,312,38,1,8,2010
10,312,72,1,8,2010
10,314,23,1,2,2010
10,314,38,1,2,2010
10,314,166,1,2,2010
10,319,23,1,2,2010
10,319,38,1,2,2010
10,321,101,1,1,2011
10,321,102,1,1,2011
10,321,166,1,1,2011
10,325,101,1,12,2010
10,325,102,1,12,2010
10,325,166,1,12,2010
10,327,23,1,1,2011
10,327,72,1,12,2010
10,327,108,1,12,2010
10,338,23,1,2,2010
10,338,133,1,2,2010
10,338,184,1,2,2010
10,338,192,1,2,2010
10,343,23,1,2,2010
10,343,38,1,2,2010
10,343,166,1,2,2010
10,365,72,1,2,2010
10,365,77,1,2,2010
10,365,78,1,3,2010
10,365,182,1,2,2010
10,371,77,1,2,2010
10,371,78,1,2,2010
10,371,176,1,2,2010
10,372,78,1,3,2010
10,372,189,1,2,2010
10,397,72,1,2,2010
10,397,78,1,2,2010
10,397,168,1,2,2010
10,399,77,1,2,2010
10,399,78,1,2,2010
10,401,183,1,2,2010
10,406,168,1,2,2010
10,406,180,1,2,2010
10,406,181,1,2,2010
10,417,78,1,10,2010
10,417,80,1,10,2010
10,417,133,1,10,2010
10,430,72,1,10,2010
10,430,77,1,10,2010
10,430,78,1,10,2010
10,430,169,1,10,2010
10,452,23,1,12,2010
10,452,166,1,12,2010
10,458,17,1,12,2010
10,458,101,1,12,2010
10,458,186,1,12,2010
10,460,17,1,2,2010
10,460,23,1,2,2010
10,460,38,1,2,2010
10,462,23,1,11,2010
10,462,101,1,11,2010
10,462,102,1,11,2010
10,462,166,1,11,2010
10,468,23,1,12,2010
10,468,166,1,12,2010
10,469,101,1,2,2010
10,469,102,1,2,2010
10,478,101,1,1,2011
10,478,166,1,1,2011
10,480,77,1,2,2010
10,480,78,1,2,2010
10,480,80,1,5,2010
10,480,175,1,2,2010
10,481,60,1,2,2010
10,481,178,1,2,2010
10,482,77,1,2,2010
10,482,78,1,2,2010
10,483,78,1,2,2010
10,483,176,1,2,2010
10,483,197,1,2,2010
10,484,71,1,2,2010
10,484,77,1,2,2010
10,484,78,1,2,2010
10,484,169,1,2,2010
10,485,101,1,2,2010
10,485,102,1,2,2010
10,486,175,1,2,2010
10,486,177,1,2,2010
10,486,179,1,3,2011
10,486,185,1,2,2010
10,487,77,1,2,2010
10,487,78,1,2,2010
10,487,175,1,2,2010
10,488,78,1,2,2010
10,488,175,1,2,2010
10,488,177,1,2,2010
10,489,77,1,2,2010
10,489,78,1,2,2010
10,489,182,1,2,2010
10,490,71,1,2,2010
10,490,77,1,2,2010
10,490,78,1,2,2010
10,491,77,1,2,2010
10,491,78,1,2,2010
10,491,176,1,2,2010
10,492,78,1,2,2010
10,492,168,1,2,2010
10,493,77,1,2,2010
10,493,78,1,2,2010
10,494,0,1,2,2010
10,494,175,1,2,2010
10,494,185,1,2,2010
10,495,77,1,2,2010
10,495,78,1,2,2010
10,496,23,1,2,2010
10,496,29,1,2,2010
10,497,0,1,3,2010
10,497,4,1,3,2010
10,498,72,1,8,2010
10,499,1,1,2,2010
10,499,77,1,2,2010
10,499,78,1,2,2010
10,499,176,1,2,2010
10,500,81,1,2,2010
10,501,175,1,2,2010
10,501,177,1,2,2010
10,501,185,1,2,2010
10,502,77,1,2,2010
10,502,78,1,2,2010
10,503,5,1,2,2010
10,503,17,1,2,2010
10,503,60,1,2,2010
10,503,188,1,2,2010
10,504,72,1,2,2010
10,504,77,1,2,2010
10,504,78,1,2,2010
10,504,176,1,2,2010
10,504,197,1,2,2010
10,505,23,1,2,2010
10,505,72,1,2,2010
10,505,191,1,2,2010
10,506,0,1,2,2010
10,506,77,1,2,2010
10,506,78,1,2,2010
10,506,176,1,2,2010
10,507,77,1,2,2010
10,507,78,1,2,2010
10,508,0,1,2,2010
10,508,176,1,2,2010
10,509,17,1,2,2010
10,509,178,1,2,2010
10,509,189,1,2,2010
10,510,17,1,2,2010
10,510,60,1,2,2010
10,510,188,1,2,2010
10,511,0,1,7,2010
10,511,72,1,7,2010
10,511,78,1,7,2010
10,511,176,1,7,2010
10,512,6,1,2,2010
10,512,88,1,2,2010
10,512,178,1,2,2010
10,513,0,1,2,2010
10,513,5,1,2,2010
10,513,60,1,2,2010
10,513,176,1,2,2010
10,514,17,1,2,2010
10,514,38,1,2,2010
10,514,186,1,2,2010
10,515,72,1,6,2010
10,515,78,1,6,2010
10,515,181,1,6,2010
10,515,187,1,6,2010
10,515,195,1,6,2010
10,516,6,1,2,2010
10,516,29,1,2,2010
10,516,88,1,2,2010
10,516,178,1,2,2010
10,517,23,1,8,2010
10,517,38,1,8,2010
10,517,108,1,8,2010
10,530,72,1,8,2010
10,530,168,1,8,2010
10,530,180,1,8,2010
10,530,181,1,8,2010
10,531,72,1,2,2010
10,531,175,1,2,2010
10,531,177,1,2,2010
10,532,23,1,12,2010
10,532,72,1,12,2010
10,532,77,1,12,2010
10,532,78,1,12,2010
10,532,108,1,12,2010
10,538,23,1,12,2010
10,538,72,1,12,2010
10,541,101,1,2,2011
10,541,102,1,2,2011
10,685,17,1,8,2010
10,685,80,1,8,2010
10,685,186,1,8,2010
10,695,23,1,5,2010
10,695,72,1,5,2010
10,698,72,1,1,2011
10,698,78,1,1,2011
10,698,83,1,1,2011
10,701,0,1,5,2010
10,701,71,1,5,2010
10,701,72,1,5,2010
10,720,0,1,3,2010
10,720,88,1,3,2010
10,720,190,1,3,2010
10,750,78,1,1,2011
10,776,0,1,2,2010
10,776,4,1,2,2010
10,776,5,1,2,2010
10,776,60,1,2,2010
10,799,72,1,12,2010
10,799,180,1,12,2010
10,799,181,1,12,2010
10,799,193,1,12,2010
10,806,0,1,2,2010
10,806,72,1,2,2010
10,846,72,1,2,2010
10,846,77,1,2,2010
10,846,78,1,2,2010
10,846,169,1,2,2010
10,863,178,1,5,2010
10,863,187,1,5,2010
10,863,189,1,5,2010
10,874,0,1,2,2010
10,874,4,1,2,2010
10,874,6,1,2,2010
10,874,81,1,2,2010
10,921,0,1,5,2010
10,921,6,1,5,2010
10,921,88,1,5,2010
10,942,71,1,12,2010
10,942,72,1,12,2010
10,942,191,1,12,2010
10,946,0,1,11,2010
10,946,6,1,11,2010
10,946,88,1,11,2010
10,957,71,1,2,2010
10,957,77,1,2,2010
10,957,78,1,2,2010
10,958,23,1,11,2010
10,958,72,1,11,2010
10,958,78,1,11,2010
10,963,17,1,2,2010
10,963,23,1,2,2010
10,963,38,1,2,2010
10,969,0,1,2,2010
10,969,71,1,2,2010
10,969,72,1,2,2010
10,969,176,1,2,2010
10,982,17,1,12,2010
10,982,23,1,2,2010
10,982,72,1,2,2010
10,982,78,1,12,2010
10,982,80,1,12,2010
10,1025,23,1,8,2010
10,1025,72,1,8,2010
10,1025,78,1,8,2010
10,1033,23,1,1,2011
10,1033,166,1,1,2011
10,1035,0,1,2,2010
10,1035,72,1,2,2010
10,1035,176,1,2,2010
10,1046,72,1,6,2010
10,1046,77,1,6,2010
10,1046,78,1,6,2010
10,1046,187,1,6,2010
10,1046,195,1,6,2010
10,1089,17,1,8,2010
10,1089,78,1,8,2010
10,1095,0,1,2,2010
10,1095,5,1,2,2010
10,1095,72,1,2,2010
10,1109,0,1,10,2010
10,1109,72,1,10,2010
10,1109,77,1,10,2010
10,1109,78,1,10,2010
10,1123,72,1,3,2010
10,1123,190,1,3,2010
10,1136,0,1,2,2010
10,1136,71,1,2,2010
10,1136,72,1,2,2010
10,1136,176,1,2,2010
10,1142,72,1,5,2010
10,1142,78,1,5,2010
10,1142,80,1,5,2010
10,1142,83,1,5,2010
10,1142,194,1,5,2010
10,1170,77,1,2,2010
10,1170,78,1,2,2010
10,1170,180,1,2,2010
10,1170,181,1,2,2010
10,1172,175,1,2,2010
10,1172,177,1,2,2010
10,1172,179,1,2,2010
10,1172,185,1,2,2010
10,1173,78,1,2,2010
10,1173,175,1,2,2010
10,1173,177,1,2,2010
10,1176,175,1,5,2010
10,1176,177,1,5,2010
10,1176,179,1,5,2010
10,1176,185,1,5,2010
10,1176,193,1,5,2010
10,1185,72,1,2,2010
10,1185,175,1,2,2010
10,1185,177,1,2,2010
10,1188,72,1,2,2010
10,1188,175,1,2,2010
10,1188,177,1,2,2010
10,1191,77,1,2,2010
10,1191,78,1,2,2010
10,1191,175,1,2,2010
10,1191,177,1,2,2010
10,1191,179,1,2,2010
10,1261,60,1,2,2010
10,1265,0,1,9,2010
10,1265,4,1,9,2010
10,1366,72,1,1,2011
10,1366,78,1,1,2011
10,1366,80,1,1,2011
10,1366,83,1,1,2011
10,1368,72,1,1,2011
10,1368,77,1,1,2011
10,1368,78,1,1,2011
10,1368,80,1,1,2011
10,1397,72,1,2,2010
10,1397,77,1,2,2010
10,1397,180,1,2,2010
10,1397,181,1,2,2010
10,1435,23,1,2,2010
10,1435,101,1,2,2010
10,1435,166,1,2,2010
10,1446,101,1,1,2011
10,1446,102,1,1,2011
10,1466,23,1,1,2011
10,1466,38,1,1,2011
10,1501,72,1,5,2010
10,1501,77,1,5,2010
10,1501,78,1,5,2010
10,1501,80,1,5,2010
10,1501,83,1,5,2010
10,1564,23,1,2,2010
10,1600,17,1,5,2010
10,1600,23,1,5,2010
10,1604,101,1,2,2010
10,1604,102,1,11,2010
10,1661,72,1,3,2011
10,1661,175,1,3,2011
10,1661,177,1,3,2011
10,1661,179,1,3,2011
10,1664,29,1,11,2010
10,1664,72,1,11,2010
10,1664,78,1,11,2010
10,1664,108,1,11,2010
10,1668,60,1,3,2010
10,1668,188,1,3,2010
10,1705,5,1,8,2010
10,1705,29,1,8,2010
10,1705,60,1,8,2010
10,1705,72,1,8,2010
10,1786,23,1,12,2010
10,1786,72,1,12,2010
10,1786,133,1,12,2010
10,1786,191,1,12,2010
10,1788,29,1,3,2010
10,1788,72,1,3,2010
10,1788,77,1,3,2010
10,1788,78,1,3,2010
10,1843,71,1,1,2011
10,1843,72,1,1,2011
10,1843,77,1,1,2011
10,1843,182,1,1,2011
10,1845,71,1,2,2010
10,1845,77,1,2,2010
10,1845,78,1,2,2010
10,1850,72,1,12,2010
10,1850,77,1,12,2010
10,1850,78,1,12,2010
10,1850,182,1,12,2010
10,1851,78,1,2,2010
10,1851,101,1,2,2010
10,1851,102,1,2,2010
10,1854,102,1,2,2011
10,1854,193,1,2,2011
10,1854,197,1,2,2011
10,1964,78,1,5,2010
10,1964,101,1,5,2010
10,1964,102,1,5,2010
10,1964,197,1,5,2010
10,1999,0,1,2,2010
10,1999,6,1,2,2010
10,1999,178,1,2,2010
10,2003,17,1,5,2010
10,2003,23,1,5,2010
10,2003,38,1,5,2010
10,2060,13,1,8,2010
10,2106,72,1,5,2010
10,2106,77,1,5,2010
10,2106,78,1,5,2010
10,2106,80,1,5,2010
10,2106,83,1,5,2010
10,2135,72,1,2,2010
10,2135,77,1,2,2010
10,2135,179,1,2,2010
10,2164,101,1,2,2010
10,2164,102,1,2,2010
10,2164,196,1,2,2010
10,2355,0,1,2,2010
10,2355,4,1,2,2010
10,2355,81,1,2,2010
10,2365,0,1,10,2010
10,2365,71,1,10,2010
10,2365,72,1,10,2010
10,2365,78,1,10,2010
10,2365,176,1,10,2010
10,2421,72,1,3,2011
10,2421,133,1,3,2011
10,2421,192,1,3,2011
10,2424,23,1,2,2010
10,2424,192,1,2,2010
10,2434,192,5,5,2011
10,2485,17,1,2,2010
10,2485,38,1,2,2010
10,2485,89,1,2,2010
10,2623,72,1,2,2010
10,2623,175,1,2,2010
10,2623,177,1,2,2010
10,2623,179,1,2,2010
10,2718,72,1,12,2010
10,2718,77,1,12,2010
10,2718,78,1,12,2010
10,2718,180,1,12,2010
10,2725,13,1,2,2010
10,2725,17,1,2,2010
10,2725,38,1,2,2010
10,2725,89,1,2,2010
10,2819,72,1,1,2011
10,2819,80,1,1,2011
10,2819,108,1,1,2011
10,2830,175,1,2,2010
10,2830,177,1,2,2010
10,2830,179,1,2,2010
10,2830,193,1,2,2010
10,2903,101,1,2,2010
10,2903,102,1,2,2010
10,2907,101,1,1,2011
10,2907,102,1,1,2011
10,2920,0,1,11,2010
10,2921,71,1,2,2010
10,2921,72,1,2,2010
10,2921,77,1,2,2010
10,2921,78,1,2,2010
10,2936,72,1,2,2010
10,2936,77,1,2,2010
10,2936,176,1,2,2010
10,2956,101,1,2,2010
10,2956,102,1,2,2010
10,2958,77,1,2,2010
10,2958,78,1,2,2010
10,3065,71,1,2,2010
10,3065,72,1,2,2010
10,3065,77,1,2,2010
10,3093,23,1,2,2010
10,3093,72,1,2,2010
10,3093,133,1,2,2010
10,3093,191,1,2,2010
10,3104,72,1,10,2010
10,3104,77,1,10,2010
10,3104,78,1,10,2010
10,3104,178,1,10,2010
10,3201,72,1,4,2010
10,3201,77,1,4,2010
10,3201,78,1,4,2010
10,3201,187,1,4,2010
10,3201,195,1,4,2010
10,3203,0,1,2,2010
10,3203,1,1,2,2010
10,3203,71,1,2,2010
10,3203,176,1,2,2010
10,3280,101,1,1,2011
10,3280,102,1,1,2011
10,3280,166,1,1,2011
10,3367,17,1,10,2010
10,3367,23,1,10,2010
10,3431,80,1,8,2010
10,3431,83,1,8,2010
10,3510,183,1,2,2010
10,3566,72,1,7,2010
10,3566,80,1,7,2010
10,3566,83,1,7,2010
10,3595,101,1,2,2010
10,3595,102,1,2,2010
10,3595,166,1,2,2010
10,3783,71,1,12,2010
10,3783,72,1,12,2010
10,3783,77,1,12,2010
10,3783,78,1,12,2010
10,3852,71,1,12,2010
10,3852,72,1,12,2010
10,3852,77,1,12,2010
10,3852,78,1,12,2010
10,3855,23,1,12,2010
10,3855,72,1,12,2010
10,3855,108,1,12,2010
10,3960,17,1,2,2010
10,3960,38,1,2,2010
10,3960,89,1,2,2010
10,3998,72,1,10,2010
10,3998,78,1,10,2010
10,3998,80,1,10,2010
